Cuenca;Aliviadero;Colector;Condicion;Caudal;Fecha;Hora;Datos
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 10:35 a. m.;0.58333;192.36
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 10:40 a. m.;0.66667;64.93
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 10:45 a. m.;0.75000;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 10:50 a. m.;0.83333;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 10:55 a. m.;0.91667;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:00 a. m.;1.00000;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:05 a. m.;1.08333;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:10 a. m.;1.16667;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:15 a. m.;1.25000;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:20 a. m.;1.33333;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:25 a. m.;1.41667;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:30 a. m.;1.50000;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:35 a. m.;1.58333;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:40 a. m.;1.66667;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:45 a. m.;1.75000;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:50 a. m.;1.83333;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 11:55 a. m.;1.91667;0.00
La Doctora;9036712;La Escuela;Lluvia;Pluvial;1/01/2000 12:00 p. m.;2.00000;0.00
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:05 a. m.;0.08333;19.88
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:10 a. m.;0.16667;24.33
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:15 a. m.;0.25000;43.02
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:20 a. m.;0.33333;98.82
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:25 a. m.;0.41667;0.09
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:30 a. m.;0.50000;39.52
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:35 a. m.;0.58333;67.15
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:40 a. m.;0.66667;82.51
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:45 a. m.;0.75000;76.44
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:50 a. m.;0.83333;35.60
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:55 a. m.;0.91667;23.85
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:00 a. m.;1.00000;21.26
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:05 a. m.;1.08333;20.68
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:10 a. m.;1.16667;20.54
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:15 a. m.;1.25000;20.48
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:20 a. m.;1.33333;20.45
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:25 a. m.;1.41667;20.42
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:30 a. m.;1.50000;20.39
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:35 a. m.;1.58333;20.36
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:40 a. m.;1.66667;20.33
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:45 a. m.;1.75000;20.29
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:50 a. m.;1.83333;20.26
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:55 a. m.;1.91667;20.23
La Doctora;9036712;La Escuela;Lluvia;Residual Diluido;1/01/2000 12:00 p. m.;2.00000;20.20
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:05 a. m.;0.08333;57.50
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:10 a. m.;0.16667;57.74
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:15 a. m.;0.25000;57.94
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:20 a. m.;0.33333;58.13
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:25 a. m.;0.41667;58.32
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:30 a. m.;0.50000;58.52
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:35 a. m.;0.58333;58.71
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:40 a. m.;0.66667;58.90
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:45 a. m.;0.75000;59.10
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:50 a. m.;0.83333;59.29
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 10:55 a. m.;0.91667;59.48
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:00 a. m.;1.00000;59.68
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:05 a. m.;1.08333;59.78
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:10 a. m.;1.16667;59.73
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:15 a. m.;1.25000;59.64
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:20 a. m.;1.33333;59.54
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:25 a. m.;1.41667;59.45
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:30 a. m.;1.50000;59.36
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:35 a. m.;1.58333;59.27
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:40 a. m.;1.66667;59.18
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:45 a. m.;1.75000;59.09
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:50 a. m.;1.83333;58.99
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 11:55 a. m.;1.91667;58.90
La Doctora;6060167;La Escuela;Seco;Residual;1/01/2000 12:00 p. m.;2.00000;58.81
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;57.78
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;239.05
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;239.36
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;315.11
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;1234.23
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;612.59
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;572.05
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;271.04
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;219.58
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;189.92
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;102.97
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;70.22
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;62.69
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;60.81
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;59.95
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;59.63
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;59.49
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;59.37
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;59.27
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;59.17
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;59.08
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;58.98
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;58.89
La Doctora;6060167;La Escuela;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;58.80
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:05 a. m.;0.08333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:10 a. m.;0.16667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:15 a. m.;0.25000;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:20 a. m.;0.33333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:25 a. m.;0.41667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:30 a. m.;0.50000;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:35 a. m.;0.58333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:40 a. m.;0.66667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:45 a. m.;0.75000;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:50 a. m.;0.83333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 10:55 a. m.;0.91667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:00 a. m.;1.00000;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:05 a. m.;1.08333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:10 a. m.;1.16667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:15 a. m.;1.25000;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:20 a. m.;1.33333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:25 a. m.;1.41667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:30 a. m.;1.50000;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:35 a. m.;1.58333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:40 a. m.;1.66667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:45 a. m.;1.75000;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:50 a. m.;1.83333;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 11:55 a. m.;1.91667;0.00
La Doctora;6060167;La Escuela;Lluvia;Pluvial;1/01/2000 12:00 p. m.;2.00000;0.00
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:05 a. m.;0.08333;55.49
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:10 a. m.;0.16667;238.11
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:15 a. m.;0.25000;239.16
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:20 a. m.;0.33333;314.14
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:25 a. m.;0.41667;1091.99
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:30 a. m.;0.50000;691.84
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:35 a. m.;0.58333;516.18
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:40 a. m.;0.66667;271.40
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:45 a. m.;0.75000;219.98
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:50 a. m.;0.83333;188.46
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:55 a. m.;0.91667;103.51
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:00 a. m.;1.00000;70.38
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:05 a. m.;1.08333;62.72
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:10 a. m.;1.16667;60.82
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:15 a. m.;1.25000;59.96
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:20 a. m.;1.33333;59.63
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:25 a. m.;1.41667;59.49
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:30 a. m.;1.50000;59.38
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:35 a. m.;1.58333;59.27
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:40 a. m.;1.66667;59.17
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:45 a. m.;1.75000;59.08
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:50 a. m.;1.83333;58.98
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:55 a. m.;1.91667;58.89
La Doctora;6060167;La Escuela;Lluvia;Residual Diluido;1/01/2000 12:00 p. m.;2.00000;58.80
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:05 a. m.;0.08333;1.12
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:10 a. m.;0.16667;1.13
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:15 a. m.;0.25000;1.13
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:20 a. m.;0.33333;1.14
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:25 a. m.;0.41667;1.14
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:30 a. m.;0.50000;1.14
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:35 a. m.;0.58333;1.15
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:40 a. m.;0.66667;1.15
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:45 a. m.;0.75000;1.15
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:50 a. m.;0.83333;1.16
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 10:55 a. m.;0.91667;1.16
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:00 a. m.;1.00000;1.17
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:05 a. m.;1.08333;1.17
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:10 a. m.;1.16667;1.17
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:15 a. m.;1.25000;1.16
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:20 a. m.;1.33333;1.16
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:25 a. m.;1.41667;1.16
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:30 a. m.;1.50000;1.16
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:35 a. m.;1.58333;1.16
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:40 a. m.;1.66667;1.15
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:45 a. m.;1.75000;1.15
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:50 a. m.;1.83333;1.15
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 11:55 a. m.;1.91667;1.15
La Doctora;8573010;La Honda;Seco;Residual;1/01/2000 12:00 p. m.;2.00000;1.15
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;20.97
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;38.95
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;55.24
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;106.18
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;509.04
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;263.84
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;95.56
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;49.67
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;18.72
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;4.87
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;1.55
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;1.19
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;1.17
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;1.17
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;1.16
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;1.16
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;1.16
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;1.16
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;1.16
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;1.15
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;1.15
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;1.15
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;1.15
La Doctora;8573010;La Honda;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;1.15
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:05 a. m.;0.08333;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:10 a. m.;0.16667;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:15 a. m.;0.25000;10.81
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:20 a. m.;0.33333;61.65
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:25 a. m.;0.41667;460.15
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:30 a. m.;0.50000;219.83
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:35 a. m.;0.58333;52.83
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:40 a. m.;0.66667;6.32
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:45 a. m.;0.75000;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:50 a. m.;0.83333;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 10:55 a. m.;0.91667;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:00 a. m.;1.00000;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:05 a. m.;1.08333;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:10 a. m.;1.16667;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:15 a. m.;1.25000;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:20 a. m.;1.33333;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:25 a. m.;1.41667;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:30 a. m.;1.50000;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:35 a. m.;1.58333;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:40 a. m.;1.66667;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:45 a. m.;1.75000;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:50 a. m.;1.83333;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 11:55 a. m.;1.91667;0.00
La Doctora;8573010;La Honda;Lluvia;Pluvial;1/01/2000 12:00 p. m.;2.00000;0.00
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:05 a. m.;0.08333;20.38
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:10 a. m.;0.16667;38.63
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:15 a. m.;0.25000;44.21
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:20 a. m.;0.33333;44.12
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:25 a. m.;0.41667;46.80
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:30 a. m.;0.50000;45.45
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:35 a. m.;0.58333;43.97
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:40 a. m.;0.66667;43.97
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:45 a. m.;0.75000;19.40
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:50 a. m.;0.83333;5.18
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 10:55 a. m.;0.91667;1.59
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:00 a. m.;1.00000;1.19
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:05 a. m.;1.08333;1.17
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:10 a. m.;1.16667;1.17
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:15 a. m.;1.25000;1.16
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:20 a. m.;1.33333;1.16
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:25 a. m.;1.41667;1.16
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:30 a. m.;1.50000;1.16
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:35 a. m.;1.58333;1.16
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:40 a. m.;1.66667;1.15
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:45 a. m.;1.75000;1.15
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:50 a. m.;1.83333;1.15
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 11:55 a. m.;1.91667;1.15
La Doctora;8573010;La Honda;Lluvia;Residual Diluido;1/01/2000 12:00 p. m.;2.00000;1.15
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:05 a. m.;0.08333;25.41
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:10 a. m.;0.16667;25.52
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:15 a. m.;0.25000;25.60
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:20 a. m.;0.33333;25.69
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:25 a. m.;0.41667;25.77
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:30 a. m.;0.50000;25.86
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:35 a. m.;0.58333;25.94
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:40 a. m.;0.66667;26.03
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:45 a. m.;0.75000;26.11
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:50 a. m.;0.83333;26.20
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 10:55 a. m.;0.91667;26.29
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:00 a. m.;1.00000;26.37
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:05 a. m.;1.08333;26.41
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:10 a. m.;1.16667;26.39
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:15 a. m.;1.25000;26.35
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:20 a. m.;1.33333;26.31
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:25 a. m.;1.41667;26.27
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:30 a. m.;1.50000;26.22
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:35 a. m.;1.58333;26.18
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:40 a. m.;1.66667;26.14
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:45 a. m.;1.75000;26.10
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:50 a. m.;1.83333;26.06
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:55 a. m.;1.91667;26.02
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 12:00 p. m.;2.00000;25.98
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;49.49
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;95.05
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;129.60
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;231.90
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;909.40
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;947.81
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;568.90
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;251.66
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;128.57
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;60.16
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;33.31
